시,군,동,코드,터미널유무
경상북도,청도군,이서면,4782034046,1
경상북도,영천시,금호읍,4723025021,1
경상북도,포항시 북구,기계면,4711334034,1
경상북도,울진군,기성면,4793035022,1
경상북도,문경시,영순면,4728031022,1
경상북도,청도군,금천면,4782036031,1
경상북도,김천시,성내동,4715010400,1
경상북도,김천시,남면,4715032021,1
경상북도,구미시,공단동,4719011300,1
경상북도,구미시,공단동,4719011300,1
경상북도,칠곡군,가산면,4785033047,1
경상북도,청도군,매전면,4782037054,1
경상북도,군위군,효령면,4772032050,1
경상북도,군위군,군위읍,4772025021,1
경상북도,고령군,쌍림면,4783037037,1
경상북도,경산시,남천면,4729037027,1
경상북도,영덕군,강구면,4777031040,1
경상북도,구미시,공단동,4719011300,1
경상북도,청도군,운문면,4782035038,1
경상북도,안동시,서후면,4717033028,1
경상북도,청도군,매전면,4782037057,1
경상북도,봉화군,소천면,4792035027,1
경상북도,청도군,각남면,4782031034,1
경상북도,청도군,이서면,4782034041,1
경상북도,청도군,이서면,4782034041,1
경상북도,영천시,고경면,4723038033,1
경상북도,고령군,대가야읍,4783025323,1
경상북도,구미시,고아읍,4719025322,1
경상북도,청도군,이서면,4782034049,1
경상북도,청도군,이서면,4782034049,1
경상북도,경산시,용성면,4729034026,1
경상북도,경산시,용성면,4729034026,1
경상북도,청도군,매전면,4782037059,1
경상북도,구미시,공단동,4719011300,1
경상북도,상주시,가장동,4725011300,1
경상북도,상주시,가장동,4725011300,1
경상북도,상주시,남성동,4725010700,1
경상북도,경산시,중방동,4729011700,1
경상북도,경주시,노서동,4713010700,1
경상북도,경주시,성동동,4713010400,1
경상북도,경주시,성동동,4713010400,1
경상북도,경주시,노서동,4713010700,1
경상북도,예천군,개포면,4790039022,1
경상북도,군위군,효령면,4772032039,1
경상북도,안동시,서후면,4717033026,1
경상북도,영주시,평은면,4721032023,1
경상북도,경산시,평산동,4729012500,1
경상북도,예천군,감천면,4790034036,1
경상북도,경주시,감포읍,4713025029,1
경상북도,영덕군,강구면,4777031032,1
경상북도,예천군,개포면,4790039026,1
경상북도,예천군,예천읍,4790025022,1
경상북도,경주시,건천읍,4713025622,1
경상북도,영양군,일월면,4776033042,1
경상북도,청도군,이서면,4782034040,1
경상북도,예천군,예천읍,4790025022,1
경상북도,청도군,매전면,4782037044,1
경상북도,예천군,유천면,4790037060,1
경상북도,포항시 북구,죽장면,4711335021,1
경상북도,문경시,가은읍,4728025321,1
경상북도,의성군,가음면,4773036031,1
경상북도,청도군,각남면,4782031035,1
경상북도,청도군,각북면,4782033032,1
경상남도,밀양시,부북면,4827031035,1
경상남도,사천시,사남면,4824032026,1
경상남도,의령군,화정면,4872034024,1
경상남도,하동군,옥종면,4885041035,1
경상남도,하동군,횡천면,4885034024,1
경상남도,밀양시,산외면,4827033023,1
경상남도,함양군,함양읍,4887025022,1
경상북도,고령군,쌍림면,4783037045,1
경상남도,하동군,고전면,4885035025,1
경상남도,남해군,미조면,4884034021,1
경상남도,합천군,가야면,4889033034,1
경상남도,하동군,화개면,4885031023,1
경상남도,남해군,이동면,4884031027,1
경상남도,하동군,하동읍,4885025023,1
경상남도,하동군,하동읍,4885025021,1
경상남도,하동군,고전면,4885035023,1
경상남도,함양군,함양읍,4887025035,1
경상남도,거제시,하청면,4831038024,1
경상남도,함양군,마천면,4887031021,1
경상남도,거제시,동부면,4831032028,1
경상남도,함안군,산인면,4873038024,1
경상남도,진주시,이반성면,4817037026,1
경상남도,함안군,가야읍,4873025021,1
경상남도,통영시,광도면,4822034024,1
경상남도,밀양시,하남읍,4827025324,1
경상남도,산청군,시천면,4886036023,1
경상남도,함양군,함양읍,4887025035,1
경상북도,문경시,문경읍,4728025032,1
경상남도,남해군,남면,4884035026,1
경상남도,합천군,묘산면,4889032023,1
경상남도,밀양시,단장면,4827035032,1
경상남도,합천군,대병면,4889045026,1
경상남도,사천시,축동면,4824034021,1
경상남도,의령군,칠곡면,4872032021,1
경상남도,밀양시,삼랑진읍,4827025033,1
경상남도,함안군,칠원읍,4873025322,1
경상남도,밀양시,하남읍,4827025323,1
경상남도,밀양시,단장면,4827035021,1
경상남도,산청군,단성면,4886037036,1
경상남도,양산시,하북면,4833034021,1
경상남도,창원시 의창구,팔용동,4812112900,1
경상남도,창원시 의창구,팔용동,4812112900,1
경상남도,진주시,수곡면,4817046024,1
경상남도,산청군,차황면,4886031029,1
경상남도,산청군,단성면,4886037025,1
경상남도,산청군,단성면,4886037027,1
경상남도,산청군,단성면,4886037026,1
경상남도,산청군,단성면,4886037026,1
경상남도,산청군,단성면,4886037026,1
경상남도,산청군,단성면,4886037025,1
경상남도,산청군,단성면,4886037024,1
경상남도,산청군,단성면,4886037025,1
경상남도,산청군,단성면,4886037025,1
경상남도,산청군,단성면,4886037024,1
경상남도,하동군,청암면,4885040021,1
경상남도,밀양시,초동면,4827037022,1
경상남도,사천시,곤명면,4824036025,1
경상남도,함양군,마천면,4887031029,1
경상남도,의령군,대의면,4872033028,1
경상남도,하동군,금남면,4885036028,1
경상남도,진주시,옥봉동,4817011800,1
경상남도,진주시,장대동,4817011700,1
경상남도,진주시,칠암동,4817010400,1
경상남도,진주시,상대동,4817011900,1
경상남도,창원시 진해구,인의동,4812911000,1
경상남도,창원시 진해구,석동,4812914000,1
경상남도,진주시,집현면,4817042022,1
경상남도,남해군,고현면,4884037028,1
경상남도,창녕군,창녕읍,4874025022,1
경상남도,함양군,지곡면,4887035027,1
경상남도,함양군,마천면,4887031025,1
경상남도,창원시 마산합포구,진북면,4812533021,1
경상남도,하동군,진교면,4885037021,1
경상남도,창원시 마산합포구,진동면,4812532024,1
경상남도,김해시,진례면,4825033023,1
경상남도,남해군,설천면,4884038022,1
경상남도,진주시,진성면,4817035021,1
경상남도,김해시,진영읍,4825025027,1
경상남도,산청군,단성면,4886037024,1
경상남도,밀양시,산외면,4827033021,1
전라남도,순천시,황전면,4615033025,1
경상남도,함양군,수동면,4887034022,1
경상남도,함양군,함양읍,4887025021,1
경상남도,밀양시,무안면,4827038025,1
경상남도,합천군,쌍책면,4889037024,1
경상남도,사천시,사남면,4824032021,1
경상남도,의령군,정곡면,4872036021,1
충청북도,진천군,이월면,4375035022,1
경상남도,합천군,용주면,4889046037,1
경상남도,거창군,웅양면,4888032022,1
경상남도,하동군,고전면,4885035024,1
경상남도,산청군,시천면,4886036024,1
경상남도,의령군,정곡면,4872036021,1
경상남도,진주시,내동면,4817031024,1
경상남도,하동군,옥종면,4885041031,1
경상남도,사천시,서포면,4824037023,1
경상남도,함양군,함양읍,4887025034,1
경상남도,함안군,법수면,4873033024,1
경상남도,의령군,화정면,4872034027,1
경상남도,거제시,능포동,4831010100,1
경상남도,하동군,양보면,4885038022,1
경상남도,하동군,하동읍,4885025021,1
경상남도,고성군,삼산면,4882031022,1
경상남도,거제시,남부면,4831033022,1
경상남도,산청군,단성면,4886037033,1
경상남도,의령군,정곡면,4872036030,1
경상남도,합천군,청덕면,4889039025,1
경상남도,하동군,적량면,4885033021,1
경상남도,창녕군,이방면,4874034030,1
경상남도,창녕군,부곡면,4874042030,1
경상남도,창원시 의창구,대산면,4812132022,1
경상남도,밀양시,산내면,4827034024,1
경상남도,창원시 마산합포구,진전면,4812534023,1
경상남도,산청군,단성면,4886037026,1
경상남도,사천시,서포면,4824037026,1
경상남도,합천군,합천읍,4889025029,1
경상남도,합천군,가회면,4889044028,1
경상남도,거제시,장목면,4831039026,1
경상남도,사천시,사남면,4824032024,1
경상남도,함양군,유림면,4887033022,1
경상남도,거제시,장목면,4831039022,1
경상북도,청도군,청도읍,4782025339,1
경상남도,합천군,율곡면,4889035032,1
경상남도,거제시,동부면,4831032022,1
경상남도,밀양시,하남읍,4827025324,1
경상남도,의령군,의령읍,4872025021,1
경상남도,함양군,마천면,4887031027,1
경상남도,남해군,이동면,4884031024,1
경상남도,양산시,원동면,4833032021,1
경상남도,하동군,청암면,4885040025,1
경상남도,산청군,신안면,4886038021,1
경상남도,창원시 마산합포구,월남동1가,4812512900,1
경상남도,하동군,진교면,4885037027,1
경상남도,진주시,집현면,4817042028,1
경상남도,하동군,옥종면,4885041022,1
경상남도,거창군,위천면,4888035021,1
경상남도,의령군,화정면,4872034021,1
경상남도,하동군,양보면,4885038024,1
경상남도,창원시 마산합포구,우산동,4812513800,1
경상남도,사천시,사남면,4824032027,1
경상남도,산청군,단성면,4886037025,1
경상남도,창원시 진해구,마천동,4812915800,1
경상남도,거창군,웅양면,4888032027,1
경상남도,창원시 진해구,북부동,4812914700,1
경상남도,사천시,축동면,4824034021,1
경상남도,진주시,집현면,4817042027,1
경상남도,산청군,신안면,4886038027,1
경상남도,산청군,시천면,4886036024,1
경상남도,의령군,용덕면,4872035030,1
경상남도,산청군,단성면,4886037024,1
경상남도,밀양시,삼랑진읍,4827025033,1
경상남도,의령군,용덕면,4872035032,1
경상남도,창원시 진해구,풍호동,4812914400,1
경상남도,밀양시,산내면,4827034023,1
경상남도,합천군,용주면,4889046028,1
경상남도,사천시,용현면,4824033021,1
경상남도,사천시,서동,4824010200,1
전라남도,화순군,한천면,4679031023,1
경상남도,고성군,하일면,4882032025,1
경상남도,고성군,상리면,4882034024,1
경상남도,하동군,옥종면,4885041021,1
경상남도,사천시,용현면,4824033025,1
경상남도,사천시,곤명면,4824036032,1
경상남도,산청군,금서면,4886034021,1
경상남도,남해군,설천면,4884038026,1
경상남도,밀양시,산내면,4827034027,1
경상남도,사천시,사남면,4824032027,1
경상남도,하동군,옥종면,4885041031,1
경상남도,창녕군,영산면,4874038021,1
경상남도,사천시,동금동,4824010400,1
경상남도,남해군,서면,4884036024,1
경상남도,함안군,칠원읍,4873025326,1
경상남도,창녕군,대지면,4874036026,1
경상남도,밀양시,상남면,4827036022,1
경상남도,산청군,시천면,4886036023,1
경상남도,함양군,함양읍,4887025021,1
경상남도,합천군,대병면,4889045025,1
경상남도,하동군,양보면,4885038021,1
경상남도,양산시,중부동,4833010300,1
경상남도,거창군,신원면,4888039027,1
경상남도,하동군,북천면,4885039026,1
경상남도,창원시 마산합포구,진전면,4812534027,1
경상남도,하동군,진교면,4885037025,1
경상남도,밀양시,무안면,4827038026,1
경상남도,의령군,의령읍,4872025022,1
경상남도,함양군,마천면,4887031023,1
경상남도,의령군,대의면,4872033028,1
경상남도,창녕군,대합면,4874033021,1
경상남도,하동군,화개면,4885031026,1
경상남도,합천군,쌍백면,4889042023,1
경상남도,고성군,영오면,4882037026,1
경상남도,함양군,안의면,4887036021,1
경상남도,창원시 마산합포구,진전면,4812534021,1
경상남도,의령군,궁류면,4872041524,1
경상남도,합천군,야로면,4889034026,1
경상남도,하동군,고전면,4885035024,1
경상남도,밀양시,무안면,4827038022,1
경상남도,의령군,유곡면,4872042022,1
경상남도,김해시,진례면,4825033023,1
경상남도,김해시,진례면,4825033025,1
경상남도,김해시,진례면,4825033024,1
경상남도,김해시,진례면,4825033025,1
경상남도,김해시,진례면,4825033024,1
경상남도,김해시,진례면,4825033024,1
경상남도,김해시,진례면,4825033023,1
경상남도,김해시,진례면,4825033023,1
경상남도,김해시,진례면,4825033023,1
경상남도,김해시,진례면,4825033023,1
경상남도,의령군,유곡면,4872042023,1
경상남도,김해시,외동,4825010900,1
경상남도,김해시,한림면,4825034031,1
경상남도,김해시,대동면,4825037028,1
경상남도,사천시,곤명면,4824036032,1
경상남도,거창군,위천면,4888035028,1
경상남도,의령군,지정면,4872037022,1
경상남도,하동군,진교면,4885037030,1
경상남도,하동군,청암면,4885040024,1
경상남도,창원시 의창구,대산면,4812132026,1
경상남도,진주시,내동면,4817031023,1
경상남도,의령군,낙서면,4872038021,1
경상남도,창녕군,대합면,4874033028,1
경상남도,하동군,금성면,4885042022,1
경상남도,의령군,부림면,4872039021,1
경상남도,거창군,웅양면,4888032024,1
경상남도,창원시 의창구,소계동,4812110700,1
경상남도,김해시,생림면,4825035025,1
경상남도,진주시,수곡면,4817046023,1
경상남도,함양군,수동면,4887034021,1
경상남도,함양군,수동면,4887034021,1
경상남도,진주시,이반성면,4817037026,1
경상남도,밀양시,하남읍,4827025327,1
경상남도,의령군,지정면,4872037029,1
경상남도,창원시 성산구,남산동,4812310600,1
경상남도,하동군,양보면,4885038026,1
경상남도,함양군,휴천면,4887032030,1
경상남도,함양군,휴천면,4887032030,1
경상남도,산청군,단성면,4886037032,1
경상남도,산청군,단성면,4886037036,1
광주광역시,동구,용산동,2911012600,1
경상남도,의령군,궁류면,4872041527,1
경상남도,진주시,내동면,4817031025,1
경상남도,진주시,금산면,4817041025,1
경상남도,양산시,삼호동,4833011400,1
경상남도,하동군,북천면,4885039025,1
경상남도,산청군,삼장면,4886035021,1
경상남도,함안군,법수면,4873033024,1
경상남도,의령군,화정면,4872034023,1
경상남도,사천시,서포면,4824037029,1
경상남도,진주시,대곡면,4817040021,1
경상남도,남해군,설천면,4884038025,1
경상남도,하동군,진교면,4885037021,1
경상남도,의령군,정곡면,4872036025,1
경상남도,사천시,좌룡동,4824010700,1
경상남도,김해시,한림면,4825034022,1
경상남도,김해시,생림면,4825035023,1
경상남도,김해시,생림면,4825035026,1
경상남도,산청군,생초면,4886033021,1
경상남도,하동군,금성면,4885042024,1
경상남도,함양군,서상면,4887038022,1
경상남도,양산시,삼호동,4833011400,1
경상남도,김해시,삼정동,4825011700,1
경상남도,사천시,벌리동,4824010800,1
경상남도,밀양시,무안면,4827038023,1
경상남도,밀양시,상동면,4827032021,1
경상남도,밀양시,상동면,4827032021,1
경상남도,진주시,상봉동,4817011400,1
경상남도,함양군,함양읍,4887025021,1
경상남도,하동군,고전면,4885035023,1
경상남도,남해군,상주면,4884032022,1
경상남도,함양군,함양읍,4887025035,1
경상남도,산청군,산청읍,4886025023,1
경상남도,산청군,산청읍,4886025021,1
경상남도,합천군,삼가면,4889043027,1
경상남도,밀양시,단장면,4827035032,1
경상남도,창녕군,남지읍,4874025322,1
전라북도,임실군,삼계면,4575037028,1
경상남도,산청군,시천면,4886036029,1
경상남도,밀양시,삼랑진읍,4827025021,1
경상남도,함양군,마천면,4887031021,1
경상남도,의령군,지정면,4872037021,1
경상남도,거제시,사등면,4831036021,1
경상남도,고성군,하이면,4882033021,1
경상남도,산청군,생비량면,4886039023,1
경상남도,산청군,시천면,4886036022,1
경상남도,사천시,사천읍,4824025024,1
경상남도,사천시,사천읍,4824025028,1
경상남도,사천시,사남면,4824032026,1
경상북도,청도군,청도읍,4782025341,1
경상남도,함안군,법수면,4873033025,1
경상남도,함안군,가야읍,4873025022,1
경상남도,창녕군,부곡면,4874042022,1
경상남도,김해시,진영읍,4825025026,1
전라북도,남원시,산내면,4519046027,1
경상남도,하동군,옥종면,4885041030,1
경상남도,남해군,삼동면,4884033021,1
경상남도,밀양시,상남면,4827036021,1
경상남도,진주시,대곡면,4817040022,1
경상남도,하동군,북천면,4885039023,1
경상남도,진주시,하대동,4817012000,1
경상남도,진주시,수곡면,4817046022,1
경상남도,의령군,지정면,4872037028,1
경상남도,하동군,옥종면,4885041031,1
경상남도,밀양시,단장면,4827035030,1
경상남도,하동군,옥종면,4885041028,1
경상남도,산청군,신등면,4886040026,1
경상남도,의령군,궁류면,4872041522,1
경상남도,사천시,사남면,4824032026,1
경상남도,의령군,화정면,4872034025,1
경상남도,진주시,집현면,4817042022,1
경상남도,진주시,봉곡동,4817011300,1
경상남도,하동군,양보면,4885038026,1
경상남도,진주시,일반성면,4817036021,1
전라북도,순창군,복흥면,4577037024,1
경상남도,산청군,시천면,4886036025,1
경상남도,진주시,이반성면,4817037028,1
경상남도,창녕군,성산면,4874032028,1
경상남도,산청군,생비량면,4886039023,1
경상남도,고성군,회화면,4882040021,1
경상남도,의령군,화정면,4872034027,1
경상남도,하동군,청암면,4885040025,1
경상남도,산청군,신안면,4886038024,1
경상남도,진주시,문산읍,4817025023,1
경상남도,남해군,설천면,4884038026,1
경상남도,남해군,설천면,4884038023,1
경상남도,사천시,죽림동,4824012700,1
경상남도,밀양시,삼랑진읍,4827025023,1
경상남도,남해군,미조면,4884034022,1
경상남도,밀양시,내이동,4827010200,1
경상남도,밀양시,가곡동,4827010800,1
경상남도,밀양시,무안면,4827038028,1
경상남도,김해시,한림면,4825034021,1
경상남도,창녕군,계성면,4874037021,1
경상남도,산청군,삼장면,4886035023,1
경상남도,의령군,화정면,4872034022,1
경상남도,하동군,청암면,4885040022,1
경상남도,창녕군,대합면,4874033024,1
경상남도,밀양시,상동면,4827032025,1
경상남도,창녕군,대합면,4874033022,1
경상남도,함양군,마천면,4887031029,1
경상남도,사천시,곤명면,4824036028,1
경상남도,창원시 마산회원구,합성동,4812710600,1
경상남도,창원시 마산회원구,양덕동,4812710500,1
경상남도,고성군,마암면,4882041025,1
경상남도,의령군,유곡면,4872042028,1
경상남도,의령군,대의면,4872033024,1
경상남도,함양군,마천면,4887031021,1
경상남도,하동군,적량면,4885033025,1
경상남도,창원시 의창구,동읍,4812125032,1
경상남도,창원시 마산합포구,진동면,4812532030,1
경상남도,의령군,지정면,4872037023,1
경상남도,함양군,함양읍,4887025021,1
경상남도,남해군,상주면,4884032021,1
경상남도,합천군,가회면,4889044024,1
경상남도,창원시 마산합포구,두월동3가,4812511400,1
경상남도,창원시 마산합포구,두월동2가,4812511300,1
경상남도,창원시 마산합포구,두월동1가,4812511200,1
경상남도,남해군,삼동면,4884033022,1
경상남도,의령군,지정면,4872037027,1
경상남도,창녕군,이방면,4874034031,1
경상남도,함양군,마천면,4887031026,1
경상남도,남해군,고현면,4884037023,1
경상남도,의령군,칠곡면,4872032024,1
경상남도,거창군,위천면,4888035023,1
경상남도,김해시,생림면,4825035025,1
경상남도,의령군,지정면,4872037030,1
경상남도,김해시,진영읍,4825025026,1
경상남도,산청군,시천면,4886036029,1
경상남도,거제시,동부면,4831032023,1
경상남도,하동군,적량면,4885033025,1
경상남도,산청군,삼장면,4886035024,1
경상남도,의령군,대의면,4872033026,1
경상남도,남해군,서면,4884036022,1
경상남도,하동군,금남면,4885036023,1
경상남도,합천군,쌍백면,4889042026,1
경상남도,사천시,용현면,4824033032,1
대구광역시,중구,덕산동,2711011200,1
경상남도,산청군,시천면,4886036022,1
경상남도,남해군,설천면,4884038028,1
경상남도,의령군,의령읍,4872025029,1
경상남도,밀양시,단장면,4827035022,1
경상남도,산청군,산청읍,4886025034,1
경상남도,의령군,지정면,4872037021,1
경상남도,남해군,설천면,4884038027,1
경상남도,하동군,고전면,4885035025,1
경상남도,합천군,대병면,4889045023,1
경상남도,진주시,진성면,4817035023,1
경상남도,함안군,대산면,4873034027,1
경상남도,하동군,금남면,4885036026,1
경상남도,합천군,대양면,4889041025,1
경상남도,남해군,남해읍,4884025021,1
경상남도,하동군,금남면,4885036024,1
경상남도,남해군,남해읍,4884025021,1
경상남도,밀양시,무안면,4827038027,1
경상남도,사천시,서포면,4824037028,1
경상남도,밀양시,산외면,4827033021,1
경상남도,사천시,서포면,4824037028,1
경상남도,산청군,신등면,4886040021,1
경상남도,진주시,대곡면,4817040024,1
경상남도,창원시 의창구,사림동,4812112500,1
경상남도,밀양시,산외면,4827033025,1
경상남도,창원시 마산합포구,해운동,4812515800,1
경상남도,밀양시,산내면,4827034028,1
경상남도,산청군,단성면,4886037028,1
경상남도,의령군,의령읍,4872025023,1
경상남도,창원시 성산구,남산동,4812310600,1
경상남도,사천시,송포동,4824012600,1
경상남도,사천시,송포동,4824012600,1
경상남도,창녕군,남지읍,4874025321,1
경상남도,하동군,북천면,4885039024,1
경상남도,김해시,무계동,4825012600,1
경상남도,진주시,내동면,4817031021,1
경상남도,하동군,청암면,4885040024,1
경상남도,남해군,삼동면,4884033025,1
경상남도,김해시,생림면,4825035021,1
경상남도,고성군,구만면,4882039021,1
경상남도,하동군,청암면,4885040023,1
경상남도,함양군,함양읍,4887025031,1
경상남도,사천시,서포면,4824037023,1
경상남도,합천군,봉산면,4889031022,1
경상남도,함양군,마천면,4887031026,1
경상남도,진주시,금곡면,4817033027,1
경상남도,밀양시,산외면,4827033022,1
경상남도,하동군,청암면,4885040023,1
경상남도,산청군,단성면,4886037035,1
경상남도,밀양시,산외면,4827033025,1
경상남도,산청군,단성면,4886037027,1
경상남도,김해시,외동,4825010900,1
경상남도,김해시,무계동,4825012600,1
경상남도,김해시,삼문동,4825012800,1
경상남도,김해시,관동동,4825013000,1
경상남도,의령군,유곡면,4872042023,1
경상남도,하동군,양보면,4885038023,1
경상남도,밀양시,상동면,4827032024,1
경상남도,합천군,가회면,4889044027,1
경상남도,산청군,시천면,4886036026,1
경상남도,진주시,문산읍,4817025021,1
경상남도,함안군,군북면,4873032023,1
경상남도,의령군,궁류면,4872041525,1
경상남도,하동군,금성면,4885042022,1
경상남도,사천시,곤양면,4824035021,1
경상남도,사천시,사천읍,4824025028,1
경상남도,진주시,칠암동,4817010400,1
경상남도,진주시,강남동,4817010300,1
경상남도,진주시,망경동,4817010100,1
경상남도,산청군,단성면,4886037032,1
경상남도,김해시,대동면,4825037026,1
경상남도,밀양시,청도면,4827039021,1
경상남도,사천시,사남면,4824032026,1
경상남도,산청군,단성면,4886037035,1
경상남도,사천시,곤명면,4824036030,1
경상남도,의령군,유곡면,4872042022,1
경상남도,고성군,고성읍,4882025025,1
경상남도,김해시,대동면,4825037028,1
경상남도,하동군,고전면,4885035021,1
경상남도,하동군,하동읍,4885025021,1
경상남도,하동군,하동읍,4885025021,1
경상남도,하동군,금성면,4885042023,1
경상남도,거제시,고현동,4831010900,1
경상남도,창원시 마산합포구,진전면,4812534025,1
경상남도,산청군,시천면,4886036030,1
경상남도,사천시,곤명면,4824036024,1
경상남도,함양군,마천면,4887031025,1
경상남도,진주시,가좌동,4817013100,1
경상남도,산청군,시천면,4886036023,1
경상남도,거제시,고현동,4831010900,1
경상남도,거제시,고현동,4831010900,1
경상남도,거제시,고현동,4831010900,1
경상남도,밀양시,삼랑진읍,4827025023,1
경상남도,거창군,거창읍,4888025024,1
경상남도,창녕군,계성면,4874037024,1
경상남도,하동군,금남면,4885036030,1
경상남도,밀양시,상동면,4827032022,1
경상남도,거제시,동부면,4831032026,1
경상남도,창원시 의창구,대산면,4812132025,1
경상남도,밀양시,단장면,4827035028,1
경상남도,합천군,가야면,4889033032,1
경상남도,거창군,가조면,4888040028,1
경상남도,함양군,마천면,4887031021,1
경상남도,사천시,사남면,4824032031,1
경상남도,하동군,금성면,4885042024,1
충청북도,괴산군,감물면,4376031026,1
제주특별자치도,제주시,오라일동,5011011900,1
